"Notes"	"Year Diagnosed"	"Year Diagnosed Code"	"Location"	"Location Code"	"Age at Diagnosis"	"Age at Diagnosis Code"	"HIV Exposure Category"	"HIV Exposure Category Code"	"Sex and Sexual Orientation"	"Sex and Sexual Orientation Code"	Cases
	"1997"	"1997"	"Providence, RI"	"6483"	"50 - 54 Years"	"9"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1997"	"1997"	"Providence, RI"	"6483"	"50 - 54 Years"	"9"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Providence, RI"	"6483"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Providence, RI"	"6483"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1997"	"1997"	"Providence, RI"	"6483"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	5
	"1997"	"1997"	"Providence, RI"	"6483"	"55 - 59 Years"	"A"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Providence, RI"	"6483"	"55 - 59 Years"	"A"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"13 - 19 Years"	"2"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"20 - 24 Years"	"3"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"20 - 24 Years"	"3"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	3
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	2
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	8
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"25 - 29 Years"	"4"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	3
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	2
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	8
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"30 - 34 Years"	"5"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"30 - 34 Years"	"5"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	3
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"30 - 34 Years"	"5"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	4
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	5
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	3
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	9
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	4
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	4
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"35 - 39 Years or age is missing"	"6"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	2
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"35 - 39 Years or age is missing"	"6"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"35 - 39 Years or age is missing"	"6"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	6
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	3
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	3
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	2
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	4
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	5
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"45 - 49 Years"	"8"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"50 - 54 Years"	"9"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"50 - 54 Years"	"9"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	4
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"55 - 59 Years"	"A"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"55 - 59 Years"	"A"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"60 - 64 Years"	"B"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"60 - 64 Years"	"B"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Raleigh-Durham, NC"	"6640"	"65+ Years"	"C"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"13 - 19 Years"	"2"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"13 - 19 Years"	"2"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"20 - 24 Years"	"3"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	5
	"1997"	"1997"	"Richmond, VA"	"6760"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	3
	"1997"	"1997"	"Richmond, VA"	"6760"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	7
	"1997"	"1997"	"Richmond, VA"	"6760"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	6
	"1997"	"1997"	"Richmond, VA"	"6760"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	5
	"1997"	"1997"	"Richmond, VA"	"6760"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	3
	"1997"	"1997"	"Richmond, VA"	"6760"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	12
	"1997"	"1997"	"Richmond, VA"	"6760"	"30 - 34 Years"	"5"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	6
	"1997"	"1997"	"Richmond, VA"	"6760"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	7
	"1997"	"1997"	"Richmond, VA"	"6760"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	3
	"1997"	"1997"	"Richmond, VA"	"6760"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	7
	"1997"	"1997"	"Richmond, VA"	"6760"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	3
	"1997"	"1997"	"Richmond, VA"	"6760"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	11
	"1997"	"1997"	"Richmond, VA"	"6760"	"35 - 39 Years or age is missing"	"6"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"35 - 39 Years or age is missing"	"6"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"40 - 44 Years"	"7"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	4
	"1997"	"1997"	"Richmond, VA"	"6760"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	5
	"1997"	"1997"	"Richmond, VA"	"6760"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	3
	"1997"	"1997"	"Richmond, VA"	"6760"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	15
	"1997"	"1997"	"Richmond, VA"	"6760"	"40 - 44 Years"	"7"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	3
	"1997"	"1997"	"Richmond, VA"	"6760"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	11
	"1997"	"1997"	"Richmond, VA"	"6760"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	5
	"1997"	"1997"	"Richmond, VA"	"6760"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	5
	"1997"	"1997"	"Richmond, VA"	"6760"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	4
	"1997"	"1997"	"Richmond, VA"	"6760"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	3
	"1997"	"1997"	"Richmond, VA"	"6760"	"45 - 49 Years"	"8"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"50 - 54 Years"	"9"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"50 - 54 Years"	"9"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"50 - 54 Years"	"9"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"55 - 59 Years"	"A"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"55 - 59 Years"	"A"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"55 - 59 Years"	"A"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"55 - 59 Years"	"A"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	3
	"1997"	"1997"	"Richmond, VA"	"6760"	"55 - 59 Years"	"A"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"55 - 59 Years"	"A"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"60 - 64 Years"	"B"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1997"	"1997"	"Richmond, VA"	"6760"	"65+ Years"	"C"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"65+ Years"	"C"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Richmond, VA"	"6760"	"65+ Years"	"C"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"13 - 19 Years"	"2"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"13 - 19 Years"	"2"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"20 - 24 Years"	"3"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	3
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"20 - 24 Years"	"3"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	2
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"20 - 24 Years"	"3"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	6
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	3
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	5
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	9
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	9
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	18
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"25 - 29 Years"	"4"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"25 - 29 Years"	"4"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	7
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	3
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	11
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	5
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	6
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	8
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	50
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	2
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"30 - 34 Years"	"5"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	4
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	4
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	7
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	12
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	2
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	7
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	56
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"35 - 39 Years or age is missing"	"6"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	3
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	2
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	8
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	5
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	8
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	59
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1997"	"1997"	"Riverside-S Berndino, CA"	"6780"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	2
