"Notes"	"Year Diagnosed"	"Year Diagnosed Code"	"Location"	"Location Code"	"Age at Diagnosis"	"Age at Diagnosis Code"	"HIV Exposure Category"	"HIV Exposure Category Code"	"Sex and Sexual Orientation"	"Sex and Sexual Orientation Code"	Cases
	"1994"	"1994"	"San Juan, PR"	"7440"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	16
	"1994"	"1994"	"San Juan, PR"	"7440"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	123
	"1994"	"1994"	"San Juan, PR"	"7440"	"40 - 44 Years"	"7"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	14
	"1994"	"1994"	"San Juan, PR"	"7440"	"40 - 44 Years"	"7"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1994"	"1994"	"San Juan, PR"	"7440"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	13
	"1994"	"1994"	"San Juan, PR"	"7440"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	25
	"1994"	"1994"	"San Juan, PR"	"7440"	"40 - 44 Years"	"7"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	18
	"1994"	"1994"	"San Juan, PR"	"7440"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	18
	"1994"	"1994"	"San Juan, PR"	"7440"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	7
	"1994"	"1994"	"San Juan, PR"	"7440"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	63
	"1994"	"1994"	"San Juan, PR"	"7440"	"45 - 49 Years"	"8"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	6
	"1994"	"1994"	"San Juan, PR"	"7440"	"45 - 49 Years"	"8"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	9
	"1994"	"1994"	"San Juan, PR"	"7440"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	12
	"1994"	"1994"	"San Juan, PR"	"7440"	"45 - 49 Years"	"8"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"50 - 54 Years"	"9"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	6
	"1994"	"1994"	"San Juan, PR"	"7440"	"50 - 54 Years"	"9"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	18
	"1994"	"1994"	"San Juan, PR"	"7440"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	3
	"1994"	"1994"	"San Juan, PR"	"7440"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	18
	"1994"	"1994"	"San Juan, PR"	"7440"	"50 - 54 Years"	"9"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	6
	"1994"	"1994"	"San Juan, PR"	"7440"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	10
	"1994"	"1994"	"San Juan, PR"	"7440"	"50 - 54 Years"	"9"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	2
	"1994"	"1994"	"San Juan, PR"	"7440"	"55 - 59 Years"	"A"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	12
	"1994"	"1994"	"San Juan, PR"	"7440"	"55 - 59 Years"	"A"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	12
	"1994"	"1994"	"San Juan, PR"	"7440"	"55 - 59 Years"	"A"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"55 - 59 Years"	"A"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	8
	"1994"	"1994"	"San Juan, PR"	"7440"	"55 - 59 Years"	"A"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"55 - 59 Years"	"A"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	4
	"1994"	"1994"	"San Juan, PR"	"7440"	"55 - 59 Years"	"A"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	5
	"1994"	"1994"	"San Juan, PR"	"7440"	"55 - 59 Years"	"A"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"60 - 64 Years"	"B"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	6
	"1994"	"1994"	"San Juan, PR"	"7440"	"60 - 64 Years"	"B"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	11
	"1994"	"1994"	"San Juan, PR"	"7440"	"60 - 64 Years"	"B"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	3
	"1994"	"1994"	"San Juan, PR"	"7440"	"60 - 64 Years"	"B"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	6
	"1994"	"1994"	"San Juan, PR"	"7440"	"60 - 64 Years"	"B"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"60 - 64 Years"	"B"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"65+ Years"	"C"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	16
	"1994"	"1994"	"San Juan, PR"	"7440"	"65+ Years"	"C"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	3
	"1994"	"1994"	"San Juan, PR"	"7440"	"65+ Years"	"C"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"65+ Years"	"C"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"65+ Years"	"C"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	3
	"1994"	"1994"	"San Juan, PR"	"7440"	"65+ Years"	"C"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"65+ Years"	"C"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1994"	"1994"	"San Juan, PR"	"7440"	"65+ Years"	"C"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"13 - 19 Years"	"2"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	3
	"1994"	"1994"	"Sarasota, FL"	"7510"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	5
	"1994"	"1994"	"Sarasota, FL"	"7510"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"25 - 29 Years"	"4"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	5
	"1994"	"1994"	"Sarasota, FL"	"7510"	"25 - 29 Years"	"4"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	4
	"1994"	"1994"	"Sarasota, FL"	"7510"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	3
	"1994"	"1994"	"Sarasota, FL"	"7510"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	20
	"1994"	"1994"	"Sarasota, FL"	"7510"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	3
	"1994"	"1994"	"Sarasota, FL"	"7510"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	6
	"1994"	"1994"	"Sarasota, FL"	"7510"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	5
	"1994"	"1994"	"Sarasota, FL"	"7510"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	15
	"1994"	"1994"	"Sarasota, FL"	"7510"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	5
	"1994"	"1994"	"Sarasota, FL"	"7510"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	10
	"1994"	"1994"	"Sarasota, FL"	"7510"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	6
	"1994"	"1994"	"Sarasota, FL"	"7510"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	4
	"1994"	"1994"	"Sarasota, FL"	"7510"	"45 - 49 Years"	"8"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"50 - 54 Years"	"9"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"50 - 54 Years"	"9"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"55 - 59 Years"	"A"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"55 - 59 Years"	"A"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"55 - 59 Years"	"A"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"55 - 59 Years"	"A"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"60 - 64 Years"	"B"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Sarasota, FL"	"7510"	"65+ Years"	"C"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Sarasota, FL"	"7510"	"65+ Years"	"C"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	2
	"1994"	"1994"	"Scranton, PA"	"7560"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Scranton, PA"	"7560"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Scranton, PA"	"7560"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	3
	"1994"	"1994"	"Scranton, PA"	"7560"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	4
	"1994"	"1994"	"Scranton, PA"	"7560"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	3
	"1994"	"1994"	"Scranton, PA"	"7560"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	3
	"1994"	"1994"	"Scranton, PA"	"7560"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1994"	"1994"	"Scranton, PA"	"7560"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	3
	"1994"	"1994"	"Scranton, PA"	"7560"	"45 - 49 Years"	"8"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	3
	"1994"	"1994"	"Scranton, PA"	"7560"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"55 - 59 Years"	"A"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"60 - 64 Years"	"B"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Scranton, PA"	"7560"	"65+ Years"	"C"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"13 - 19 Years"	"2"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"13 - 19 Years"	"2"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"20 - 24 Years"	"3"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"20 - 24 Years"	"3"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"20 - 24 Years"	"3"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	11
	"1994"	"1994"	"Seattle, WA"	"7600"	"20 - 24 Years"	"3"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"25 - 29 Years"	"4"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	4
	"1994"	"1994"	"Seattle, WA"	"7600"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"25 - 29 Years"	"4"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	10
	"1994"	"1994"	"Seattle, WA"	"7600"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	4
	"1994"	"1994"	"Seattle, WA"	"7600"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	49
	"1994"	"1994"	"Seattle, WA"	"7600"	"25 - 29 Years"	"4"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"25 - 29 Years"	"4"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"25 - 29 Years"	"4"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	6
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	3
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	6
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	5
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	14
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	14
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	95
	"1994"	"1994"	"Seattle, WA"	"7600"	"30 - 34 Years"	"5"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	9
	"1994"	"1994"	"Seattle, WA"	"7600"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	4
	"1994"	"1994"	"Seattle, WA"	"7600"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	13
	"1994"	"1994"	"Seattle, WA"	"7600"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	8
	"1994"	"1994"	"Seattle, WA"	"7600"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	94
	"1994"	"1994"	"Seattle, WA"	"7600"	"35 - 39 Years or age is missing"	"6"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	6
	"1994"	"1994"	"Seattle, WA"	"7600"	"40 - 44 Years"	"7"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	4
	"1994"	"1994"	"Seattle, WA"	"7600"	"40 - 44 Years"	"7"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	9
	"1994"	"1994"	"Seattle, WA"	"7600"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	86
	"1994"	"1994"	"Seattle, WA"	"7600"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Seattle, WA"	"7600"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1994"	"1994"	"Seattle, WA"	"7600"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	2
